Student_ID,Region,Gender,Enrollment_Type,Subject_Group,SSC_I_Marks,SSC_II_Marks,HSSC_I_Marks,Attendance_Rate,Parent_Education_Level,Parent_Income,Study_Hours,Extra_Tuition,School_Type,Previous_Failures,Co_Curricular_Activities,Exam_Attempts,HSSC_II_Marks,HSSC_II_Grade
10139,Chitral,Male,Regular,Science,576,322,771,97.75,High School,Low,1.07,Yes,Public,1,Yes,1,843,A-ONE
10140,Mohmand,Male,Regular,Science,834,793,390,77.72,College,High,2.98,Yes,Public,2,No,1,628,B
10141,Khyber,Female,Regular,Arts,352,840,709,84.79,High School,Low,1.99,No,Private,0,Yes,2,407,D
10142,Chitral,Female,Regular,Arts,599,578,316,71.28,Graduate,Medium,1.7,No,Private,0,No,2,822,A-ONE
10143,Charsadda,Female,Regular,Science,317,846,474,59.79,College,Low,3.51,Yes,Private,2,No,1,473,D
10144,Chitral,Male,Private,Science,738,473,651,59.79,High School,Low,1.82,Yes,Public,0,No,2,771,A
10145,Peshawar,Female,Regular,Arts,719,469,423,63.76,Graduate,Low,2.5,Yes,Private,2,No,1,617,B
10146,Mohmand,Male,Regular,Arts,588,601,848,61.28,College,High,4.94,Yes,Private,1,No,2,523,C
10147,Mohmand,Male,Regular,Science,747,555,313,58.73,Graduate,Low,1.09,No,Private,1,Yes,2,750,A
10148,Mohmand,Female,Private,Arts,410,700,455,71.58,College,High,1.06,Yes,Private,2,Yes,2,452,D
10149,Charsadda,Male,Private,Arts,462,504,326,58.29,High School,High,2.43,No,Private,1,No,1,627,B
10150,Chitral,Female,Private,Science,438,422,448,79.83,High School,Medium,4.4,Yes,Private,0,No,2,849,A-ONE
10151,Charsadda,Male,Regular,Arts,751,759,739,79.48,High School,Low,1.34,No,Public,1,No,1,365,Fail
10152,Chitral,Female,Regular,Science,567,514,365,78.43,Graduate,Medium,3.07,No,Private,1,No,1,795,A
10153,Chitral,Male,Private,Arts,399,725,771,89.84,High School,Medium,4.56,Yes,Public,0,Yes,2,649,B
10154,Charsadda,Male,Private,Arts,847,492,437,60.26,High School,Medium,2.27,No,Public,2,No,2,356,Fail
10155,Peshawar,Male,Private,Science,821,410,801,50.98,Graduate,Low,4.7,No,Private,2,No,2,689,B
10156,Chitral,Male,Private,Science,842,590,412,80.62,College,High,3.71,No,Private,0,No,2,694,B
10157,Charsadda,Male,Private,Science,633,764,542,62.6,College,Medium,3.04,No,Private,0,No,2,329,Fail
10158,Charsadda,Male,Regular,Science,606,771,400,57.18,College,High,3.81,Yes,Public,0,Yes,2,598,C
10159,Chitral,Male,Regular,Science,750,738,493,64.9,High School,Medium,4.89,Yes,Public,1,No,1,386,Fail
10160,Charsadda,Female,Private,Arts,462,368,502,72.08,High School,Medium,2.69,No,Private,0,Yes,1,720,A
10161,Peshawar,Male,Private,Arts,711,631,632,71.14,College,High,4.92,Yes,Public,2,No,2,563,C
10162,Chitral,Male,Regular,Arts,460,733,545,70.11,College,Medium,4.38,No,Public,2,No,2,820,A-ONE
10163,Khyber,Female,Private,Science,612,735,453,68.85,Graduate,Medium,4.16,No,Public,0,Yes,2,640,B
10164,Peshawar,Female,Private,Science,760,748,703,80.37,High School,High,2.91,Yes,Public,0,No,1,533,C
10165,Charsadda,Female,Private,Science,758,534,333,61.21,College,Low,1.04,Yes,Public,0,Yes,1,597,C
10166,Peshawar,Male,Private,Arts,840,827,669,95.15,High School,High,2.61,No,Public,0,No,1,684,B
10167,Peshawar,Female,Private,Science,705,569,778,75.08,Graduate,High,4.68,No,Private,0,No,1,379,Fail
10168,Khyber,Male,Regular,Arts,310,738,795,66.02,College,Low,2.76,Yes,Private,1,Yes,2,615,B
10169,Charsadda,Female,Regular,Arts,518,366,304,51.22,High School,Low,3.28,Yes,Private,1,Yes,1,838,A-ONE
10170,Khyber,Male,Private,Science,543,781,586,78.37,Graduate,Medium,4.11,Yes,Public,1,Yes,1,788,A
10171,Chitral,Female,Private,Arts,437,633,351,64.12,College,Low,4.54,Yes,Public,0,No,1,503,C
10172,Khyber,Male,Private,Arts,493,452,653,83.24,High School,Medium,2.45,No,Public,0,No,2,363,Fail
10173,Charsadda,Male,Private,Science,464,494,634,79.56,High School,High,3.61,Yes,Private,1,No,2,323,Fail
10174,Mohmand,Female,Regular,Arts,767,536,724,53.05,High School,Low,1.19,Yes,Private,1,No,2,612,B
10175,Mohmand,Male,Private,Arts,633,370,432,66.13,College,Medium,1.89,Yes,Private,0,Yes,2,786,A
10176,Charsadda,Male,Regular,Arts,652,689,344,55.77,College,High,2.64,No,Public,0,No,1,471,D
10177,Charsadda,Male,Regular,Arts,759,337,543,69.42,High School,Low,1.69,No,Private,2,No,1,370,Fail
10178,Chitral,Male,Regular,Science,680,501,425,85.4,College,High,3.59,Yes,Private,2,Yes,2,784,A
10179,Charsadda,Female,Regular,Science,627,811,581,93.49,College,Low,1.57,Yes,Public,2,Yes,1,728,A
10180,Khyber,Male,Regular,Arts,679,664,425,64.17,Graduate,Medium,4.07,Yes,Private,2,No,2,468,D
10181,Peshawar,Female,Regular,Science,516,404,682,75.49,College,Low,2.17,Yes,Private,1,No,2,633,B
10182,Chitral,Male,Private,Arts,795,683,638,86.83,High School,Low,1.6,Yes,Private,2,No,2,308,Fail
10183,Charsadda,Female,Regular,Science,717,631,524,88.54,Graduate,Low,3.17,Yes,Public,0,No,2,384,Fail
10184,Charsadda,Male,Private,Arts,504,493,625,96.96,College,Medium,4.22,Yes,Public,2,No,2,792,A
10185,Chitral,Female,Private,Science,642,494,435,89.1,College,High,4.74,Yes,Public,2,Yes,1,509,C
10186,Charsadda,Male,Private,Science,555,381,784,58.78,College,Medium,4.59,No,Private,2,No,1,648,B
10187,Charsadda,Female,Private,Arts,483,814,378,81.18,College,High,2.56,No,Private,2,Yes,1,571,C
10188,Charsadda,Male,Regular,Science,787,558,596,59.75,College,High,2.7,Yes,Private,1,Yes,1,445,D
10189,Chitral,Female,Private,Arts,473,420,604,85.53,College,High,2.75,No,Private,0,Yes,2,825,A-ONE
10190,Chitral,Female,Regular,Science,407,371,535,56.65,Graduate,Medium,3.05,No,Private,0,Yes,2,685,B
10191,Peshawar,Male,Private,Arts,362,334,570,55.0,Graduate,High,1.38,Yes,Public,1,No,1,774,A
10192,Chitral,Male,Private,Arts,761,763,429,75.68,Graduate,High,3.08,No,Private,2,Yes,1,437,D
10193,Khyber,Female,Regular,Arts,792,508,824,71.2,College,Low,4.08,No,Private,1,Yes,2,843,A-ONE
10194,Peshawar,Female,Regular,Science,671,472,489,54.92,Graduate,Medium,4.04,Yes,Private,1,No,2,348,Fail
10195,Khyber,Female,Private,Arts,848,705,630,63.04,Graduate,Medium,4.86,Yes,Private,1,No,1,701,A
10196,Peshawar,Female,Regular,Arts,794,726,428,75.36,High School,Medium,4.92,Yes,Private,0,Yes,1,507,C
10197,Charsadda,Male,Regular,Science,650,385,479,74.07,High School,High,1.36,No,Private,0,No,1,823,A-ONE
10198,Mohmand,Male,Private,Arts,608,649,795,91.9,Graduate,Low,3.42,No,Public,1,No,2,660,B
10199,Peshawar,Male,Private,Science,680,417,345,87.79,College,Low,2.05,No,Public,1,Yes,1,743,A
10200,Charsadda,Female,Private,Science,787,837,416,84.66,College,Low,4.16,No,Private,2,Yes,1,508,C
10201,Charsadda,Male,Private,Science,381,434,826,89.64,College,Low,2.01,No,Public,2,No,1,386,Fail
10202,Chitral,Male,Regular,Science,529,829,353,91.31,Graduate,High,2.8,Yes,Public,1,No,2,566,C
10203,Peshawar,Female,Private,Science,695,366,470,98.37,Graduate,Low,3.98,No,Private,2,No,1,765,A
10204,Khyber,Female,Private,Arts,345,376,831,76.03,Graduate,Low,3.92,Yes,Public,1,No,1,683,B
10205,Khyber,Male,Private,Arts,505,532,520,60.93,College,Low,2.32,No,Public,0,No,2,366,Fail
10206,Mohmand,Male,Regular,Arts,522,749,632,87.38,College,High,1.69,No,Private,1,Yes,2,768,A
10207,Charsadda,Male,Regular,Arts,797,307,722,73.76,High School,High,3.05,Yes,Public,2,Yes,2,329,Fail
10208,Charsadda,Male,Private,Arts,509,384,393,68.18,College,Low,2.24,No,Private,1,Yes,1,649,B
10209,Charsadda,Female,Regular,Science,333,458,640,64.73,College,Medium,3.79,Yes,Private,2,Yes,1,596,C
10210,Charsadda,Male,Private,Science,741,619,746,65.97,Graduate,High,1.15,No,Public,0,Yes,1,404,D
10211,Mohmand,Female,Regular,Science,502,623,607,78.35,Graduate,Low,4.75,No,Public,0,No,2,583,C
10212,Khyber,Female,Private,Science,401,452,418,63.41,High School,Medium,3.47,No,Private,2,No,2,552,C
10213,Mohmand,Male,Private,Arts,404,827,661,61.65,Graduate,High,4.26,Yes,Private,2,No,2,518,C
10214,Khyber,Male,Regular,Arts,361,494,714,53.38,Graduate,Low,1.29,Yes,Private,2,Yes,2,442,D
10215,Mohmand,Female,Regular,Science,668,725,717,73.32,College,Medium,4.89,No,Public,2,No,1,710,A
10216,Chitral,Male,Regular,Arts,393,430,307,85.4,Graduate,Low,3.58,Yes,Private,1,No,1,322,Fail
10217,Chitral,Female,Regular,Arts,737,746,410,95.24,College,Low,3.05,No,Public,0,No,1,455,D
10218,Khyber,Female,Private,Science,411,521,822,69.72,High School,Low,2.73,No,Private,0,Yes,2,801,A-ONE
10219,Mohmand,Female,Private,Science,678,509,483,98.22,Graduate,Low,4.31,No,Private,1,Yes,1,651,B
10220,Khyber,Male,Regular,Science,424,616,778,87.35,Graduate,Medium,1.51,Yes,Public,1,Yes,2,804,A-ONE
10221,Mohmand,Male,Regular,Science,828,748,494,80.36,High School,Medium,1.95,Yes,Public,1,Yes,2,616,B
10222,Chitral,Female,Regular,Science,794,430,304,66.47,High School,High,4.24,No,Public,2,Yes,1,528,C
10223,Mohmand,Female,Private,Science,643,725,563,53.26,College,Low,1.28,Yes,Private,1,Yes,2,504,C
10224,Mohmand,Male,Private,Arts,815,416,485,74.67,Graduate,Medium,1.57,No,Private,1,No,1,760,A
10225,Peshawar,Female,Regular,Science,465,630,329,59.31,College,Low,2.27,Yes,Private,1,No,1,662,B
10226,Mohmand,Male,Private,Arts,812,373,846,93.69,College,Low,2.82,Yes,Private,1,Yes,2,682,B
10227,Khyber,Male,Regular,Arts,688,490,687,52.64,High School,High,3.33,No,Public,1,Yes,2,645,B
10228,Peshawar,Female,Regular,Science,547,369,669,76.26,College,High,2.59,No,Public,2,No,1,591,C
10229,Chitral,Male,Private,Arts,481,679,806,61.65,College,Medium,2.27,Yes,Private,2,Yes,1,432,D
10230,Khyber,Male,Private,Arts,352,616,740,57.95,High School,Low,3.64,Yes,Private,0,Yes,1,443,D
10231,Mohmand,Male,Private,Arts,497,433,732,62.15,High School,High,2.38,No,Private,0,Yes,1,671,B
10232,Peshawar,Female,Private,Arts,471,567,604,88.67,College,High,3.37,No,Public,1,No,2,510,C
10233,Chitral,Male,Private,Science,572,793,498,57.37,College,Low,3.66,No,Private,0,Yes,1,413,D
10234,Charsadda,Male,Private,Arts,494,793,784,94.41,High School,High,3.54,Yes,Public,0,Yes,1,367,Fail
10235,Mohmand,Male,Regular,Arts,835,696,360,55.75,High School,Low,4.82,Yes,Public,1,No,1,452,D
10236,Mohmand,Male,Private,Arts,775,696,784,71.58,High School,Low,1.8,Yes,Public,1,Yes,2,477,D
10237,Mohmand,Female,Private,Arts,673,703,844,53.68,College,Medium,3.48,No,Private,2,No,1,739,A
10238,Peshawar,Female,Regular,Science,470,703,779,69.52,Graduate,Medium,3.93,Yes,Private,2,Yes,2,765,A
10239,Peshawar,Female,Private,Arts,629,725,611,94.3,High School,Low,1.51,Yes,Public,1,No,2,709,A
10240,Chitral,Male,Private,Science,468,431,309,86.16,Graduate,Low,4.76,No,Private,2,No,2,362,Fail
10241,Khyber,Female,Private,Arts,403,321,433,95.75,High School,Medium,3.07,No,Public,0,No,2,836,A-ONE
10242,Khyber,Male,Private,Arts,676,428,345,64.54,Graduate,Low,2.32,No,Private,2,No,2,783,A
10243,Chitral,Female,Regular,Science,552,774,583,79.47,High School,Medium,2.25,No,Private,0,No,2,584,C
10244,Khyber,Female,Private,Science,639,582,753,71.48,College,High,2.96,Yes,Public,1,Yes,2,783,A
10245,Charsadda,Male,Regular,Science,582,730,478,87.26,Graduate,Low,2.5,No,Public,1,No,1,787,A
10246,Chitral,Female,Private,Science,712,355,542,97.14,College,Medium,2.46,No,Private,1,No,2,333,Fail
10247,Chitral,Female,Private,Science,527,734,600,75.79,Graduate,Medium,3.15,Yes,Private,1,Yes,2,784,A
10248,Mohmand,Male,Private,Arts,490,805,349,62.75,College,Low,2.1,Yes,Private,0,Yes,1,348,Fail
10249,Khyber,Female,Private,Arts,329,333,777,61.17,College,Low,1.73,Yes,Public,0,Yes,2,515,C
10250,Peshawar,Female,Regular,Science,660,405,551,56.26,Graduate,High,4.28,Yes,Private,1,No,1,624,B
10251,Chitral,Female,Private,Arts,347,478,811,93.55,College,High,1.89,No,Public,1,No,2,362,Fail
10252,Mohmand,Female,Regular,Science,577,435,423,57.1,College,High,4.63,Yes,Private,2,No,2,842,A-ONE
10253,Khyber,Female,Regular,Science,498,796,698,72.38,High School,High,2.43,Yes,Public,2,Yes,2,573,C
10254,Peshawar,Female,Regular,Science,721,368,794,81.53,High School,High,4.83,Yes,Private,1,No,1,487,D
10255,Charsadda,Female,Private,Science,579,735,588,83.09,College,High,1.36,Yes,Public,0,Yes,2,688,B
10256,Khyber,Male,Regular,Arts,410,815,473,55.73,Graduate,Medium,3.23,No,Public,1,Yes,2,602,B
10257,Mohmand,Male,Private,Science,657,393,674,58.23,Graduate,Low,2.4,Yes,Public,1,Yes,2,461,D
10258,Charsadda,Male,Private,Science,793,580,715,61.52,High School,Medium,4.88,Yes,Public,0,Yes,2,832,A-ONE
10259,Mohmand,Male,Regular,Science,605,626,322,89.54,Graduate,Low,4.25,Yes,Private,2,No,2,496,D
10260,Chitral,Female,Regular,Arts,425,515,430,77.22,College,Low,1.33,No,Private,0,Yes,2,778,A
10261,Khyber,Male,Private,Science,431,378,547,86.9,High School,High,2.52,Yes,Public,2,No,1,667,B
10262,Khyber,Male,Private,Science,815,335,362,85.42,Graduate,Medium,3.45,Yes,Private,0,No,2,656,B
10263,Mohmand,Female,Private,Science,671,825,713,94.96,High School,Medium,2.79,No,Private,1,No,1,557,C
10264,Charsadda,Female,Regular,Arts,459,621,716,66.42,Graduate,High,4.81,No,Public,2,Yes,1,383,Fail
10265,Khyber,Male,Private,Science,491,800,555,98.34,High School,Low,1.87,No,Public,2,Yes,1,721,A
10266,Mohmand,Female,Regular,Science,350,663,639,63.83,High School,High,2.82,Yes,Private,2,No,1,684,B
10267,Chitral,Female,Regular,Arts,490,363,414,70.14,College,High,3.91,No,Public,2,Yes,2,362,Fail
10268,Chitral,Male,Private,Science,422,562,508,98.65,High School,Low,1.67,Yes,Public,2,No,2,305,Fail
10269,Charsadda,Male,Private,Science,418,438,589,86.43,Graduate,Medium,1.08,No,Private,1,No,1,789,A
10270,Charsadda,Male,Regular,Arts,391,702,394,52.57,College,Medium,3.04,No,Private,2,Yes,1,338,Fail
10271,Chitral,Female,Regular,Arts,428,732,381,82.5,College,High,1.76,No,Public,0,No,2,683,B
10272,Charsadda,Male,Private,Arts,714,808,365,94.59,College,High,1.98,Yes,Private,2,No,2,436,D
10273,Chitral,Female,Regular,Science,398,735,667,81.42,High School,High,4.99,Yes,Public,1,Yes,1,317,Fail
10274,Chitral,Male,Regular,Science,442,322,462,88.77,High School,High,4.2,No,Private,0,No,2,308,Fail
10275,Mohmand,Female,Private,Science,377,699,814,55.02,Graduate,Low,4.92,Yes,Private,0,Yes,2,520,C
10276,Peshawar,Male,Regular,Arts,343,741,636,68.33,College,Medium,1.94,Yes,Private,0,No,1,511,C
10277,Mohmand,Female,Regular,Arts,539,367,670,98.87,Graduate,Medium,2.28,No,Private,1,No,1,590,C
10278,Charsadda,Male,Private,Science,627,784,635,84.66,College,Low,4.8,No,Public,0,No,1,388,Fail
10279,Khyber,Female,Private,Arts,561,719,562,91.44,High School,High,3.26,Yes,Private,1,No,1,651,B
10280,Mohmand,Male,Private,Arts,677,467,572,51.14,High School,Low,2.52,No,Private,1,Yes,1,578,C
10281,Charsadda,Female,Regular,Arts,738,547,726,56.93,College,High,1.66,Yes,Public,2,Yes,2,809,A-ONE
10282,Chitral,Male,Regular,Arts,847,727,756,75.07,Graduate,Medium,1.75,Yes,Private,2,Yes,1,525,C
10283,Mohmand,Male,Private,Arts,529,495,831,95.03,Graduate,Low,4.44,No,Private,2,No,1,418,D
10284,Charsadda,Female,Regular,Arts,712,444,731,53.32,High School,Medium,4.97,Yes,Private,1,Yes,1,386,Fail
10285,Khyber,Male,Regular,Arts,583,314,510,76.33,College,Medium,1.64,Yes,Public,1,No,2,643,B
10286,Peshawar,Male,Regular,Arts,327,648,785,72.21,Graduate,Medium,3.16,Yes,Private,2,Yes,1,445,D
10287,Khyber,Female,Regular,Arts,608,500,347,98.81,College,High,1.2,No,Public,1,Yes,1,431,D
10288,Khyber,Female,Private,Science,530,367,665,76.35,High School,Medium,4.14,Yes,Private,1,Yes,2,436,D
10289,Charsadda,Female,Regular,Science,706,657,801,69.62,College,High,3.99,Yes,Private,0,Yes,1,671,B
10290,Chitral,Male,Regular,Arts,721,505,336,63.01,High School,Low,1.6,Yes,Private,2,Yes,1,695,B
10291,Charsadda,Male,Private,Science,650,559,312,93.19,High School,Low,4.29,No,Public,0,Yes,2,408,D
10292,Mohmand,Male,Regular,Arts,386,416,730,71.72,College,High,1.36,No,Private,0,No,2,703,A
10293,Mohmand,Female,Regular,Arts,548,320,796,68.29,Graduate,High,3.23,No,Private,1,Yes,1,822,A-ONE
10294,Khyber,Female,Regular,Science,771,415,671,61.58,Graduate,Low,2.53,Yes,Private,1,Yes,1,329,Fail
10295,Charsadda,Male,Private,Arts,624,610,763,69.78,College,Medium,4.31,No,Public,0,No,1,706,A
10296,Chitral,Female,Regular,Arts,695,469,738,72.49,High School,High,1.76,Yes,Public,1,No,1,762,A
10297,Mohmand,Male,Regular,Science,505,565,480,63.18,College,High,2.22,Yes,Private,1,Yes,1,590,C
10298,Khyber,Female,Private,Science,690,365,631,50.71,College,High,4.37,Yes,Public,2,No,2,576,C
10299,Mohmand,Female,Private,Science,347,701,584,63.53,Graduate,Low,3.58,Yes,Private,0,Yes,1,504,C
10300,Mohmand,Male,Regular,Science,532,599,655,97.9,College,High,1.67,Yes,Public,0,No,1,814,A-ONE
10301,Mohmand,Male,Regular,Science,326,847,725,85.72,High School,High,1.49,Yes,Public,1,Yes,1,526,C
10302,Peshawar,Female,Private,Science,324,546,805,73.86,College,Low,4.74,No,Public,2,No,1,420,D
10303,Chitral,Female,Regular,Arts,641,587,305,61.78,Graduate,High,1.45,No,Private,0,No,1,609,B
10304,Mohmand,Female,Private,Arts,704,498,431,79.15,Graduate,Low,4.93,Yes,Public,1,No,1,622,B
10305,Charsadda,Female,Private,Arts,500,513,617,56.76,College,High,3.05,Yes,Public,1,No,1,354,Fail
10306,Chitral,Female,Regular,Science,728,596,603,55.49,High School,Low,3.46,Yes,Private,0,No,2,581,C
10307,Charsadda,Female,Private,Arts,660,613,354,63.63,High School,Medium,1.87,No,Private,0,Yes,1,476,D
10308,Khyber,Female,Private,Arts,353,659,794,52.65,Graduate,Medium,1.22,Yes,Private,2,No,1,662,B
10309,Charsadda,Female,Regular,Science,429,832,777,89.83,College,Low,1.91,Yes,Private,2,Yes,2,329,Fail
10310,Mohmand,Female,Regular,Science,431,790,336,70.7,High School,Medium,4.64,Yes,Private,2,No,2,643,B
10311,Khyber,Female,Regular,Science,370,562,570,98.33,Graduate,High,4.35,Yes,Public,1,Yes,1,849,A-ONE
10312,Chitral,Female,Private,Science,396,525,431,55.39,High School,Medium,1.16,Yes,Private,2,No,2,367,Fail
10313,Peshawar,Male,Private,Science,376,416,496,62.9,Graduate,High,2.13,No,Public,0,No,2,612,B
10314,Mohmand,Female,Regular,Science,363,489,495,57.0,High School,Medium,4.07,No,Private,1,Yes,1,424,D
10315,Chitral,Male,Regular,Science,529,756,699,50.86,College,Low,2.49,Yes,Public,1,Yes,1,387,Fail
10316,Peshawar,Male,Private,Arts,337,485,488,67.19,College,Medium,2.96,Yes,Private,2,No,1,511,C
10317,Charsadda,Female,Regular,Science,669,542,597,51.72,High School,Medium,2.0,Yes,Public,0,Yes,1,529,C
10318,Chitral,Male,Private,Science,743,774,742,53.98,College,Low,4.35,No,Private,2,No,1,682,B
10319,Charsadda,Male,Private,Arts,793,649,544,82.86,High School,Medium,4.15,No,Public,0,No,2,838,A-ONE
10320,Mohmand,Female,Regular,Science,810,745,471,72.29,High School,Low,2.51,No,Public,2,No,2,741,A
10321,Mohmand,Female,Regular,Science,661,783,388,99.86,Graduate,High,2.8,Yes,Public,2,No,2,386,Fail
10322,Khyber,Female,Private,Arts,809,509,611,62.14,Graduate,Low,2.54,Yes,Public,0,No,2,300,Fail
10323,Peshawar,Male,Regular,Science,480,605,625,76.24,College,Low,2.36,Yes,Public,1,No,2,398,Fail
10324,Charsadda,Female,Private,Arts,516,396,491,79.55,College,High,2.05,Yes,Private,0,Yes,2,734,A
10325,Mohmand,Female,Regular,Arts,756,809,711,80.65,Graduate,Low,2.84,Yes,Public,0,Yes,1,731,A
10326,Charsadda,Female,Private,Science,696,614,719,70.87,Graduate,Medium,4.75,No,Public,0,No,1,559,C
10327,Peshawar,Male,Regular,Science,599,474,487,82.55,Graduate,Low,1.28,Yes,Public,2,Yes,1,461,D
10328,Charsadda,Male,Private,Arts,673,476,634,66.39,Graduate,High,4.84,Yes,Private,0,Yes,1,719,A
10329,Peshawar,Female,Regular,Arts,393,787,525,61.34,Graduate,Medium,1.7,Yes,Private,2,No,2,725,A
10330,Charsadda,Female,Regular,Science,590,769,464,72.77,High School,Medium,4.35,Yes,Public,0,No,2,673,B
10331,Peshawar,Female,Private,Science,469,828,838,54.08,High School,Low,3.07,Yes,Public,2,Yes,1,406,D
10332,Charsadda,Male,Private,Arts,391,508,472,98.15,College,Low,1.26,No,Private,0,No,2,310,Fail
10333,Charsadda,Male,Private,Science,660,836,372,86.48,High School,Low,4.39,No,Public,0,Yes,1,361,Fail
10334,Khyber,Male,Regular,Science,310,308,831,53.61,Graduate,High,2.51,Yes,Public,1,Yes,2,425,D
10335,Khyber,Male,Private,Science,330,458,753,60.87,High School,Low,1.41,No,Private,1,Yes,1,338,Fail
10336,Charsadda,Female,Regular,Science,644,413,435,57.5,High School,Low,2.21,No,Private,2,No,1,712,A
10337,Khyber,Male,Private,Arts,708,475,513,93.96,College,High,1.67,No,Public,2,No,2,339,Fail
10338,Mohmand,Female,Regular,Science,344,333,549,64.95,College,High,2.9,Yes,Public,0,Yes,2,679,B
10339,Chitral,Male,Private,Arts,578,557,407,92.95,Graduate,Low,4.5,No,Public,0,Yes,1,794,A
10340,Chitral,Female,Regular,Arts,525,777,684,63.84,High School,Low,1.4,Yes,Public,2,Yes,1,412,D
10341,Chitral,Male,Private,Science,763,839,786,52.41,Graduate,Medium,3.51,Yes,Private,0,No,1,441,D
10342,Charsadda,Male,Private,Science,663,394,638,60.42,High School,Medium,3.95,Yes,Private,1,No,1,847,A-ONE
10343,Khyber,Female,Regular,Science,756,690,381,99.45,High School,High,3.34,No,Public,1,No,1,510,C
10344,Charsadda,Male,Private,Arts,333,337,363,77.85,Graduate,Medium,1.72,Yes,Private,1,Yes,1,633,B
10345,Charsadda,Male,Regular,Science,721,443,630,99.1,College,Medium,3.69,No,Public,0,No,1,514,C
10346,Peshawar,Female,Private,Science,454,416,721,60.32,Graduate,Medium,3.36,No,Public,0,Yes,2,506,C
10347,Chitral,Male,Private,Science,620,810,748,52.99,Graduate,Low,2.84,Yes,Private,2,No,1,485,D
10348,Peshawar,Female,Private,Arts,317,752,538,90.57,High School,High,3.18,Yes,Private,1,Yes,2,638,B
10349,Charsadda,Female,Private,Arts,494,552,426,78.0,Graduate,Medium,2.15,Yes,Public,0,Yes,1,827,A-ONE
10350,Peshawar,Male,Regular,Science,521,734,552,71.02,College,Low,2.45,Yes,Private,0,Yes,1,380,Fail
10351,Khyber,Female,Regular,Arts,620,365,437,66.03,Graduate,Medium,2.55,Yes,Public,0,No,1,720,A
10352,Khyber,Female,Private,Science,739,364,712,89.23,High School,Medium,2.05,No,Public,1,No,1,735,A
10353,Khyber,Female,Private,Arts,517,468,705,75.74,High School,Low,3.94,No,Private,2,No,1,436,D
10354,Peshawar,Male,Regular,Science,826,415,787,65.74,College,High,2.47,No,Private,1,Yes,1,359,Fail
10355,Khyber,Female,Regular,Science,418,461,639,50.34,Graduate,Low,3.67,No,Public,1,No,1,698,B
